Grid_ID,Longitude,Latitude,NDVI,EVI,NDWI,SAVI,VV,VH,VV_VH,Temperature,Rainfall,Soil_Moisture,ET,Crop,Growth_Stage,NDVI_N,EVI_N,NDWI_N,SAVI_N,VV_N,VH_N,VV_VH_N,Temperature_N,Rainfall_N,Soil_Moisture_N,ET_N,Stress_Class,Stress_Score
G0061,78.1357625769239,9.916975180782215,0.28056207299232483,0.4603442975714725,-0.38395342230796814,0.42079381805409205,-9.753647009238856,-14.492088865381344,0.6730325144871514,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.15982226954698778,0.14820810160606665,0.8541326645622754,0.15982271774783166,0.3560958147766252,0.617051067499831,0.6945512690033532,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0062,78.1358536610225,9.916974328682452,0.22473464906215668,0.37232415902140675,-0.36347290873527527,0.33706309839658555,-7.128376373979123,-15.380149358336222,0.4634790084216873,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.06686702127520613,0.09235287517243848,0.9064809070818868,0.0668663110856907,0.6665659039536047,0.5388236452002093,0.32863135801524046,0.0,0.0,0.0,0.0,Moderate Stress,0.7
G0063,78.13594474511288,9.916973476558034,0.4273528456687927,0.7609356014580801,-0.48389002680778503,0.6409381663113006,-5.471311912657275,-16.867064346406753,0.32437843363198215,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.40423570935061504,0.338955305815659,0.5986944603212363,0.40422319160825754,0.8625338716628455,0.4078443621241179,0.08573554156660854,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0064,78.13603582919504,9.916972624408965,0.48515406250953674,1.11068359625497,-0.4777034521102905,0.7276291835877328,-6.588265554368881,-17.73690826754945,0.37144385340383357,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.5004774142976888,0.5608960317209706,0.6145073602995815,0.5004660698358098,0.7304405582759591,0.33122160016836694,0.16792063375091137,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0065,78.13612691326898,9.916971772235241,0.46327319741249084,0.9917241379310345,-0.48285993933677673,0.6947978740537929,-6.933357995611741,-18.574279646675244,0.37327735597287603,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.46404475980083393,0.48540754021711113,0.6013273664032719,0.46401731395778795,0.6896291921760324,0.25745927765075166,0.17112227475161554,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0066,78.1362179973347,9.916970920036864,0.3719407021999359,0.8077556520437191,-0.41788387298583984,0.5578149233155264,-9.311593016873687,-19.155691273288006,0.486100599765794,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.31197192229387893,0.36866605803865515,0.7674063500789714,0.3119411951009167,0.4083740601458214,0.20624392328495683,0.3681329194372624,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0067,78.1353973811588,9.916888278993532,0.7851582765579224,1.692393736017897,-0.7174238562583923,1.1775846413283175,-8.394328477779212,-15.031254001133725,0.558458294773415,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.9999983349536531,0.9300337325973971,0.001781424072285744,0.9999988898171777,0.5168517155260514,0.5695571196231548,0.49448309039657,0.0,0.0,0.0,0.0,No Stress,0.2
G0068,78.1354884652654,9.916887427000294,0.7658446431159973,1.6648296593186374,-0.7019102573394775,1.1486346353266506,-4.518985978581895,-16.4159763342115,0.2752797571451271,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.967840240145804,0.9125423065347656,0.04143422065264767,0.9678590904487971,0.9751579621877758,0.44757977733990084,0.0,0.0,0.0,0.0,0.0,No Stress,0.2
G0069,78.1355795493638,9.916886574982405,0.5905665159225464,1.21050533240307,-0.5917274951934814,0.8857420687978607,-5.1312510149295,-15.1183222868545,0.33940611382462477,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.67599403477082,0.6242402364381516,0.3230616287655815,0.6760002789795553,0.902750196724776,0.5618874534123315,0.11197670308042142,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0070,78.13567063345397,9.91688572293986,0.6174458265304565,1.2617965746242572,-0.6663729548454285,0.9260367678495084,-8.791827229866119,-12.311439751506683,0.714118527753033,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.7207493327057196,0.6567882873219496,0.13226765228747103,0.7207347616962311,0.4698426676394702,0.8091399628753809,0.7662951906364809,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0071,78.13576171753593,9.916884870872662,0.5427499413490295,1.0176902201226254,-0.5957859754562378,0.8140158113359239,-7.944872920191337,-11.28047854631081,0.7043028261234222,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.5963772219558994,0.5018849216924943,0.31268814333994766,0.5963710200378225,0.5700052857413335,0.8999552150042494,0.7491551258671948,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0072,78.13585280160967,9.916884018780811,0.42234331369400024,0.7412398921832885,-0.49960824847221375,0.6334365325077399,-5.936447233114407,-12.00682402556371,0.4944227732891835,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.39589460643630653,0.32645693533549147,0.5585186475055065,0.3958950066203988,0.8075259793403835,0.8359729356531234,0.38266500268455955,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0073,78.13594388567519,9.916883166664304,0.44177547097206116,0.8903388760260997,-0.4964769780635834,0.6625766871165644,-5.1492604406113385,-13.605931827595452,0.3784570219709352,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.42825004892453417,0.4210711638603325,0.5665221822881508,0.42824590570612886,0.9006203637382757,0.6951108183485617,0.18016694766854527,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0074,78.13603496973249,9.916882314523146,0.35700085759162903,0.788681139415234,-0.4228707551956177,0.5354252449240381,-5.424528550166322,-15.942379281722172,0.34025840524227813,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.2870963886055592,0.35656188234062286,0.7546598670180068,0.2870845587539825,0.8680665716174649,0.4892979676195591,0.1134649645060557,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0075,78.13612605378158,9.916881462357335,0.31699347496032715,0.6392513509951232,-0.3782489597797394,0.4754125142950498,-5.39452961858931,-18.354268654639537,0.29391144480309744,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.22048224230626695,0.26173773407610956,0.8687132846630287,0.22045945609067777,0.871614309072353,0.2768395934299949,0.03253443770696442,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0076,78.13557869003378,9.91679626505647,0.7498077154159546,1.5339836375078666,-0.6792128086090088,1.1245674740484428,-7.561383829336484,-14.215238793016898,0.5319209856010961,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.9411380122633434,0.8295109196661455,0.09944895482919872,0.9411401414163335,0.6153575212925932,0.6414382209610477,0.44814394774741095,0.0,0.0,0.0,0.0,No Stress,0.2
G0077,78.1356697740991,9.916795413021838,0.7487002015113831,1.6752843846949328,-0.665932834148407,1.1228880866425992,-9.149207537725124,-11.393471146464842,0.8030219605694032,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.9392939502823953,0.9191765957191916,0.13339260185984406,0.9392757143663878,0.42757811229769144,0.8900019292550196,0.9215373377783239,0.0,0.0,0.0,0.0,No Stress,0.2
G0078,78.13576085815619,9.91679456096255,0.770500659942627,1.6462356886781542,-0.6787272095680237,1.155594642132323,-6.799482443742932,-10.144741994578636,0.6702469562435974,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.9755927239540901,0.9007430699335452,0.10069014715938875,0.9755859704475093,0.7054615996882636,0.9999999119120568,0.6896871593844235,0.0,0.0,0.0,0.0,No Stress,0.2
G0079,78.13585194220506,9.91679370887861,0.6975894570350647,1.5093246233273627,-0.6335520148277283,1.0462568472306757,-5.383774109593111,-10.97518688415491,0.490540540805348,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.854192191904746,0.8138629686020983,0.21615805482400666,0.854201028720114,0.8728862784428036,0.9268477296127519,0.37588589317886384,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0080,78.13594302624573,9.916792856770014,0.6267460584640503,1.531445837063563,-0.5734219551086426,0.940011448196909,-5.806207993945041,-13.390775781817133,0.43359758154035316,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.7362346499120755,0.8279004993601231,0.36985063375866356,0.7362492117649753,0.8229283487784794,0.7140634718974371,0.2764527556624849,0.0,0.0,0.0,0.0,Mild Stress,0.45
G0081,78.13585108280868,9.91670339897585,0.7444911003112793,1.535548100854886,-0.6818411946296692,1.1165901639344262,-4.308927862866989,-11.497002471721192,0.3747870693657343,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05,Maize,Maturity,0.9322856017054288,0.8305036862754047,0.09273079376569196,0.9322838687596342,0.9999998817378731,0.8808820677519817,0.17375851883411578,0.0,0.0,0.0,0.0,No Stress,0.2
