Grid_ID,Longitude,Latitude,NDVI,EVI,NDWI,SAVI,VV,VH,VV_VH,Temperature,Rainfall,Soil_Moisture,ET
G0055,78.13612777276461,9.917062082112592,0.609771192073822,1.252063492063492,-0.5718598961830139,0.9145153810480754,-8.99034632238508,-17.09894240576208,0.5257837653956581,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0056,78.13621885685521,9.917061229906302,0.4922834634780884,1.1531651173085435,-0.4600924551486969,0.7383089277279169,-9.58390840912849,-18.0404080561905,0.5312467644455419,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0057,78.13630994093756,9.917060377675359,0.2845238149166107,0.627955859169732,-0.3736473619937897,0.42672221395625654,-8.883197065413079,-19.70384698247417,0.45083567048172607,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0058,78.13548932457877,9.916977736933578,0.5456475615501404,1.0126970227670753,-0.579556405544281,0.8183748083500413,-4.987598980103359,-14.94619161607715,0.33370366901614956,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0059,78.13558040870203,9.916976884907777,0.2884133756160736,0.49752611324903795,-0.44979506731033325,0.4325708432912257,-5.9136568492972295,-16.425503527615305,0.3600289537154779,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0060,78.13567149281707,9.916976032857322,0.3000729978084564,0.458364312267658,-0.43872877955436707,0.4500547511862757,-9.160306806592487,-14.643741371078443,0.6255441539471736,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0061,78.1357625769239,9.916975180782215,0.28056207299232483,0.4603442975714725,-0.38395342230796814,0.42079381805409205,-9.753647009238856,-14.492088865381344,0.6730325144871514,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0062,78.1358536610225,9.916974328682452,0.22473464906215668,0.37232415902140675,-0.36347290873527527,0.33706309839658555,-7.128376373979123,-15.380149358336222,0.4634790084216873,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0063,78.13594474511288,9.916973476558034,0.4273528456687927,0.7609356014580801,-0.48389002680778503,0.6409381663113006,-5.471311912657275,-16.867064346406753,0.32437843363198215,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0064,78.13603582919504,9.916972624408965,0.48515406250953674,1.11068359625497,-0.4777034521102905,0.7276291835877328,-6.588265554368881,-17.73690826754945,0.37144385340383357,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0065,78.13612691326898,9.916971772235241,0.46327319741249084,0.9917241379310345,-0.48285993933677673,0.6947978740537929,-6.933357995611741,-18.574279646675244,0.37327735597287603,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0066,78.1362179973347,9.916970920036864,0.3719407021999359,0.8077556520437191,-0.41788387298583984,0.5578149233155264,-9.311593016873687,-19.155691273288006,0.486100599765794,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0067,78.1353973811588,9.916888278993532,0.7851582765579224,1.692393736017897,-0.7174238562583923,1.1775846413283175,-8.394328477779212,-15.031254001133725,0.558458294773415,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0068,78.1354884652654,9.916887427000294,0.7658446431159973,1.6648296593186374,-0.7019102573394775,1.1486346353266506,-4.518985978581895,-16.4159763342115,0.2752797571451271,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0069,78.1355795493638,9.916886574982405,0.5905665159225464,1.21050533240307,-0.5917274951934814,0.8857420687978607,-5.1312510149295,-15.1183222868545,0.33940611382462477,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0070,78.13567063345397,9.91688572293986,0.6174458265304565,1.2617965746242572,-0.6663729548454285,0.9260367678495084,-8.791827229866119,-12.311439751506683,0.714118527753033,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0071,78.13576171753593,9.916884870872662,0.5427499413490295,1.0176902201226254,-0.5957859754562378,0.8140158113359239,-7.944872920191337,-11.28047854631081,0.7043028261234222,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0072,78.13585280160967,9.916884018780811,0.42234331369400024,0.7412398921832885,-0.49960824847221375,0.6334365325077399,-5.936447233114407,-12.00682402556371,0.4944227732891835,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0073,78.13594388567519,9.916883166664304,0.44177547097206116,0.8903388760260997,-0.4964769780635834,0.6625766871165644,-5.1492604406113385,-13.605931827595452,0.3784570219709352,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0074,78.13603496973249,9.916882314523146,0.35700085759162903,0.788681139415234,-0.4228707551956177,0.5354252449240381,-5.424528550166322,-15.942379281722172,0.34025840524227813,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0075,78.13612605378158,9.916881462357335,0.31699347496032715,0.6392513509951232,-0.3782489597797394,0.4754125142950498,-5.39452961858931,-18.354268654639537,0.29391144480309744,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0076,78.13557869003378,9.91679626505647,0.7498077154159546,1.5339836375078666,-0.6792128086090088,1.1245674740484428,-7.561383829336484,-14.215238793016898,0.5319209856010961,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0077,78.1356697740991,9.916795413021838,0.7487002015113831,1.6752843846949328,-0.665932834148407,1.1228880866425992,-9.149207537725124,-11.393471146464842,0.8030219605694032,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0078,78.13576085815619,9.91679456096255,0.770500659942627,1.6462356886781542,-0.6787272095680237,1.155594642132323,-6.799482443742932,-10.144741994578636,0.6702469562435974,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0079,78.13585194220506,9.91679370887861,0.6975894570350647,1.5093246233273627,-0.6335520148277283,1.0462568472306757,-5.383774109593111,-10.97518688415491,0.490540540805348,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0080,78.13594302624573,9.916792856770014,0.6267460584640503,1.531445837063563,-0.5734219551086426,0.940011448196909,-5.806207993945041,-13.390775781817133,0.43359758154035316,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
G0081,78.13585108280868,9.91670339897585,0.7444911003112793,1.535548100854886,-0.6818411946296692,1.1165901639344262,-4.308927862866989,-11.497002471721192,0.3747870693657343,31.21699875918307,0.0008848369776771715,25.33633804321289,2.97723581752507e-05
